Brand,Make,Year,Mileage,Engine_Size,Transmission,Seats,Body_Type,Colour,Drive_Type,Registration,Previous_Owners,Keys,Emissions,ULEZ_Exempt,Top_speed,Accelaration_0_62,Power,Tax,Insurance,Mpg,Service_record,Price
Volvo,V90,2019,58503,2.0,Automatic,5,5 door Estate,Blue,Front wheel drive,DG19 LVZ,1,2,129g/km (band G),1,137,8.5,187.0,Not available,2,43.5,4,19500
Peugeot,508,2019,21241,2.0,Automatic,5,5 door Hatchback,Grey,Front wheel drive,KM19 BGJ,3,2,120g/km (band G),1,143,8.4,161.0,£165 / year,3,51.4,2,19500
Mini,Convertible,2019,32858,2.0,Automatic,4,3 door Convertible,Thunder Grey,Front wheel drive,LC19 DJU,1,2,132g/km (band H),1,143,7.1,189.0,£165 / year,3,40.4,4,19500
Hyundai,i30,2021,5752,1.5,Manual,5,5 door Hatchback,White,Front wheel drive,KN71 UGR,1,2,142g/km (band H),1,130,8.6,157.0,£155 / year,1,44.8,0,19500
Mercedes-Benz,A Class,2018,23769,1.3,Manual,5,5 door Hatchback,Grey,Front wheel drive,LN68 FLV,1,2,123g/km (band G),1,140,8.0,161.0,Not available,2,53.3,4,19500
Ford,Focus,2021,14419,1.5,Manual,5,5 door Hatchback,Silver,Front wheel drive,YH21 LLT,3,2,116g/km (band G),1,122,10.5,118.0,Not available,1,58.9,0,19500
Land Rover,Rover Range Rover Evoque,2018,62857,2.0,Manual,5,5 door SUV,Blue,Front wheel drive,YF68 LZP,1,2,154g/km (band I),1,113,11.2,148.0,£165 / year,3,48.7,4,19550
MG,MG ZS,2021,4985,1.0,Manual,5,5 door SUV,Black,Front wheel drive,PE71 JXO,1,2,149g/km (band H),1,112,12.1,109.0,£165 / year,1,42.8,0,19550
Mazda,Mazda6,2019,4238,2.2,Manual,5,4 door Saloon,Red,Front wheel drive,YJ69 OVZ,1,2,117g/km (band G),1,131,9.0,148.0,Not available,2,55.4,0,19550
Seat,Leon,2019,9657,1.5,Automatic,5,5 door Estate,Blue,Front wheel drive,EP19 AUO,1,2,116g/km (band G),1,134,8.3,148.0,Not available,1,44.1,0,19550
Mini,Countryman,2019,36072,1.5,Manual,5,5 door SUV,British Racing Green,Front wheel drive,YK68 CKR,1,2,137g/km (band H),1,124,9.7,134.0,Not available,1,40.9,0,19550
Mitsubishi,Outlander,2019,52217,2.0,Automatic,7,5 door SUV,Grey,Four wheel drive,SG19 RRF,1,2,169g/km (band I),1,118,11.6,148.0,Not available,2,32.5,2,19550
Toyota,C-HR,2018,32676,1.8,Automatic,5,5 door SUV,White,Front wheel drive,VN68 EWA,1,2,86g/km (band D),1,105,11.0,120.0,£155 / year,1,55.1,3,19550
Abarth,695C,2019,23815,1.4,Manual,4,3 door Convertible,Riva Grey & Blue,Front wheel drive,MD68 HVF,1,2,155g/km (band I),1,140,6.7,180.0,Not available,3,36.7,4,19550
Jaguar,XE,2018,24284,2.0,Automatic,5,4 door Saloon,White,Rear wheel drive,BG68 VYB,2,2,165g/km (band I),1,143,7.1,197.0,Not available,2,34.0,2,19550
BMW,2 Series Active Tourer,2019,7928,1.5,Automatic,5,5 door MPV,Mineral Grey,Front wheel drive,HF69 LYW,2,2,117g/km (band G),1,126,9.3,138.0,£165 / year,1,40.9,2,19550
Audi,A3,2019,21233,1.0,Automatic,5,5 door Hatchback,Grey,Front wheel drive,LC19 JNV,1,2,118g/km (band G),1,128,9.9,114.0,Not available,2,44.8,2,19550
Volkswagen,Sharan,2019,32505,2.0,Manual,7,5 door MPV,Blue,Front wheel drive,HS68 NKR,2,2,135g/km (band H),1,124,10.3,148.0,Not available,1,43.5,2,19550
Volvo,XC60,2016,25685,2.0,Automatic,5,5 door SUV,Blue,Front wheel drive,AP16 VRD,3,2,124g/km (band D),1,,8.1,190.0,£135 / year,2,60.1,6,19550
BMW,X2,2019,37445,2.0,Automatic,5,5 door SUV,Black Sapphire metallic paint,Front wheel drive,NV19 CXB,2,2,134g/km (band H),1,141,7.7,189.0,Not available,2,38.7,3,19550
Volkswagen,Golf,2018,40330,2.0,Automatic,5,5 door Hatchback,Grey,Front wheel drive,FG18 BNF,2,2,124g/km (band G),1,143,7.5,181.0,Not available,2,57.7,2,19550
Toyota,RAV4,2017,41558,2.5,Automatic,5,5 door SUV,Red,Front wheel drive,MX17 WNC,4,2,115g/km (band G),1,112,8.4,194.0,£155 / year,2,57.7,0,19550
Mini,Countryman,2019,15468,1.5,Automatic,5,5 door SUV,Island Blue,Front wheel drive,MJ19 YPO,2,2,132g/km (band H),1,124,9.7,134.0,Not available,1,39.8,2,19550
BMW,3 Series,2015,51409,3.0,Automatic,5,5 door Estate,Mineral Grey,Four wheel drive,CV65 TZX,2,2,151g/km (band G),1,155,4.9,309.0,£220 / year,4,49.6,2,19550
Kia,Sorento,2017,40113,2.2,Manual,7,5 door SUV,Grey,Four wheel drive,AY67 ZPL,1,1,159g/km (band I),1,124,9.0,197.0,£165 / year,2,47.1,5,19600
Skoda,Karoq,2019,23515,1.6,Automatic,5,5 door SUV,Blue,Front wheel drive,FV19 FGJ,1,2,125g/km (band G),1,115,11.1,113.0,Not available,1,47.1,2,19600
Audi,Q2,2019,43255,1.0,Automatic,5,5 door SUV,Green,Front wheel drive,MC19 HRF,1,2,117g/km (band G),1,122,10.3,114.0,Not available,1,42.8,4,19600
Mercedes-Benz,A Class,2018,25528,1.5,Automatic,5,5 door Hatchback,Grey,Front wheel drive,MC18 SZP,1,2,108g/km (band F),1,126,11.3,114.0,Not available,1,68.9,3,19600
Mercedes-Benz,A Class,2018,36989,2.1,Automatic,5,5 door Hatchback,Black,Front wheel drive,KO67 EEH,3,2,103g/km (band F),1,130,8.8,134.0,£165 / year,1,68.9,3,19600
BMW,1 Series,2019,16920,1.5,Manual,5,5 door Hatchback,Mineral Grey,Rear wheel drive,YS19 VHA,2,2,137g/km (band H),1,130,8.5,134.0,Not available,2,52.3,0,19600
Volkswagen,Tiguan,2018,20813,2.0,Manual,5,5 door SUV,Red,Front wheel drive,CA68 TWV,1,2,126g/km (band G),1,127,9.3,148.0,£165 / year,1,47.9,4,19600
Kia,Ceed,2019,11723,1.4,Automatic,5,5 door Hatchback,Blue,Front wheel drive,CF19 OAM,2,2,127g/km (band G),1,128,,138.0,Not available,1,44.8,3,19600
Mercedes-Benz,A Class,2018,53132,1.5,Automatic,5,5 door Hatchback,White,Front wheel drive,SM68 VAX,1,2,111g/km (band G),1,126,11.3,114.0,£165 / year,1,67.3,4,19600
Kia,Sportage,2019,14548,1.6,Automatic,5,5 door SUV,White,Front wheel drive,FV19 LKF,1,2,126g/km (band G),1,112,,134.0,Not available,1,47.1,3,19600
Audi,Q5,2016,59136,2.0,Automatic,5,5 door SUV,Black,Four wheel drive,HD66 CDF,2,2,157g/km (band G),1,130,7.9,187.0,Not available,2,47.1,3,19600
Nissan,Qashqai,2021,11530,1.3,Manual,5,5 door SUV,Red,Front wheel drive,LF21 WBV,1,2,145g/km (band H),1,120,10.9,138.0,Not available,1,44.1,0,19600
Nissan,X-Trail,2018,20082,1.6,Automatic,5,5 door SUV,Red,Front wheel drive,PF18 DTX,1,2,139g/km (band H),1,112,11.4,128.0,£165 / year,1,53.3,4,19600
Land Rover,Rover Range Rover Evoque,2016,30935,2.0,Automatic,5,5 door SUV,Grey,Four wheel drive,YF66 CEU,2,2,134g/km (band E),1,121,9.0,178.0,£165 / year,3,55.4,0,19600
Toyota,C-HR,2018,50112,1.8,Automatic,5,5 door SUV,Silver,Front wheel drive,FX18 NRF,2,2,87g/km (band D),1,105,11.0,120.0,Not available,1,74.3,4,19600
BMW,X2,2019,25674,1.5,Manual,5,5 door SUV,Black Sapphire metallic paint,Front wheel drive,FB19 FFP,1,2,130g/km (band G),1,127,9.6,138.0,£165 / year,2,41.5,0,19600
Audi,A5 Cabriolet,2018,44128,2.0,Automatic,4,2 door Convertible,Black,Front wheel drive,LO18 LHY,2,2,133g/km (band H),1,147,7.9,187.0,£520 / year,3,48.7,3,19600
Mercedes-Benz,A Class,2019,48268,1.3,Automatic,5,5 door Hatchback,Grey,Front wheel drive,GY19 XHH,1,2,123g/km (band G),1,140,8.0,161.0,£165 / year,2,53.3,2,19600
BMW,4 Series,2018,58350,2.0,Automatic,4,2 door Convertible,Estoril Blue,Rear wheel drive,VU18 EEG,2,2,124g/km (band G),1,142,8.2,187.0,Not available,3,60.1,3,19600
Land Rover,Rover Range Rover Evoque,2016,53774,2.0,Automatic,5,5 door SUV,Grey,Four wheel drive,MA66 BWX,2,2,134g/km (band E),1,121,9.0,178.0,£165 / year,3,55.4,4,19600
Hyundai,IONIQ,2019,25650,1.6,Automatic,5,5 door Hatchback,White,Front wheel drive,FL19 ZKF,2,2,84g/km,1,115,10.8,139.0,Not available,1,62.8,3,19650
BMW,3 Series,2015,37738,3.0,Automatic,5,4 door Saloon,Mineral Grey,Four wheel drive,OV65 DFY,4,2,139g/km,1,155,5.3,254.0,Not available,3,53.3,6,19650
BMW,1 Series,2016,42762,3.0,Automatic,5,5 door Hatchback,Estoril Blue,Rear wheel drive,FA16 EDK,3,2,175g/km (band H),1,155,5.1,322.0,£265 / year,3,37.7,2,19650
Mini,Countryman,2017,36729,2.0,Automatic,5,5 door SUV,Melting Silver,Front wheel drive,HK67 OPT,1,2,137g/km (band H),1,140,7.4,189.0,£165 / year,2,47.1,0,19650
Mazda,CX-5,2018,28118,2.0,Manual,5,5 door SUV,Grey,Front wheel drive,LK68 MFP,1,2,145g/km (band H),1,125,10.5,163.0,Not available,1,38.2,4,19650
BMW,Z4,2016,20141,2.0,Automatic,2,2 door Convertible,Black Sapphire metallic paint,Rear wheel drive,HK66 TFX,3,2,159g/km (band G),1,144,6.9,181.0,Not available,3,41.5,0,19650
BMW,i3,2017,44725,0.6,Automatic,4,4 door Hatchback,Capparis White with BMW i Blue highlight,Rear wheel drive,R13 GEB,2,2,12g/km (band A),1,93,7.9,168.0,£0 / year,2,,3,19650
Mercedes-Benz,A Class,2018,31169,1.5,Automatic,5,5 door Hatchback,Grey,Front wheel drive,ND68 VLW,3,2,111g/km (band G),1,126,11.3,114.0,Not available,1,65.7,0,19650
Nissan,X-Trail,2018,14353,1.6,Manual,5,5 door SUV,Red,Front wheel drive,GU68 KTJ,2,2,149g/km (band H),1,124,9.7,161.0,£165 / year,2,44.1,3,19650
Ford,Focus,2019,11611,1.5,Manual,5,5 door Hatchback,Grey,Front wheel drive,AF69 YBD,1,2,120g/km (band G),1,138,8.8,180.0,£165 / year,1,44.1,2,19650
Volkswagen,Tiguan,2017,45469,2.0,Manual,5,5 door SUV,White,Four wheel drive,GV17 GFJ,2,2,165g/km (band I),1,130,7.7,178.0,£165 / year,2,39.8,5,19650
Audi,TT,2018,26532,1.8,Manual,4,3 door Coupe,White,Front wheel drive,OY18 ZZW,2,2,138g/km (band H),1,150,6.9,178.0,Not available,3,47.1,3,19650
Mercedes-Benz,C Class,2017,45263,2.1,Automatic,5,5 door Estate,Black,Rear wheel drive,KW17 KMO,3,2,122g/km (band G),1,142,7.6,168.0,£343 / year,3,61.4,2,19650
Mercedes-Benz,SLC,2017,24290,1.6,Automatic,2,2 door Convertible,Blue,Rear wheel drive,YR67 NKH,4,2,133g/km (band H),1,139,8.1,154.0,£165 / year,4,48.7,6,19650
Land Rover,Rover Range Rover Evoque,2018,45110,2.0,Manual,5,5 door SUV,White,Front wheel drive,AF68 XOX,1,2,154g/km (band I),1,113,11.2,148.0,£165 / year,3,48.7,3,19650
Mercedes-Benz,C Class,2018,31807,2.1,Automatic,5,4 door Saloon,Blue,Rear wheel drive,WN18 VOG,1,2,117g/km (band G),1,146,7.5,168.0,£165 / year,3,61.4,4,19650
BMW,2 Series,2019,5992,1.5,Automatic,4,2 door Convertible,Sunset Orange metallic paint,Rear wheel drive,MD19 LXZ,2,2,143g/km (band H),1,127,9.4,134.0,Not available,2,50.4,3,19650
BMW,X1,2019,57010,2.0,Automatic,5,5 door SUV,Mineral Grey,Front wheel drive,HT19 KFU,1,2,136g/km (band H),1,140,7.6,189.0,Not available,3,39.2,2,19650
Peugeot,3008,2019,25856,1.2,Automatic,5,5 door SUV,Grey,Front wheel drive,OE19 TLK,1,2,120g/km (band G),1,117,10.5,129.0,Not available,1,43.5,4,19650
Audi,Q2,2019,29138,1.5,Manual,5,5 door SUV,Orange,Front wheel drive,VK19 XCL,2,2,130g/km (band G),1,131,8.5,148.0,£165 / year,2,40.4,3,19650
Jeep,Renegade,2020,7911,1.3,Automatic,5,5 door SUV,Blue Shade,Front wheel drive,CA20 HWO,3,2,162g/km (band I),1,122,9.4,148.0,£165 / year,1,38.7,2,19650
Mercedes-Benz,B Class,2018,16800,1.6,Automatic,5,5 door MPV,Grey,Front wheel drive,WU68 HNG,1,2,148g/km,1,137,7.9,154.0,Not available,1,51.4,0,19700
BMW,3 Series,2018,36732,2.0,Automatic,5,4 door Saloon,Mineral Grey,Rear wheel drive,WF18 NFD,2,2,45g/km (band B),1,140,6.1,249.0,£155 / year,3,148.7,3,19700
Renault,Kadjar,2020,4416,1.3,Automatic,5,5 door SUV,diamond black,Front wheel drive,CK20 AEP,1,2,152g/km (band I),1,126,9.6,138.0,Not available,1,44.1,3,19700
Mazda,MX-5 RF,2018,13022,2.0,Manual,2,2 door Convertible,Blue,Rear wheel drive,AY68 KSU,2,2,161g/km,1,134,7.3,158.0,£165 / year,2,40.9,4,19700
Volkswagen,Golf,2019,16438,1.5,Automatic,5,5 door Hatchback,Blue,Front wheel drive,WU19 OGM,1,2,116g/km (band G),1,130,8.3,148.0,£0 / year,1,44.8,0,19700
Mitsubishi,Outlander,2015,24778,2.0,Automatic,5,5 door SUV,Red,Four wheel drive,EX65 DSO,3,2,42g/km (band A),1,106,11.0,198.0,£0 / year,2,156.9,7,19700
Land Rover,Rover Discovery Sport,2016,50217,2.0,Manual,7,5 door SUV,Grey,Four wheel drive,BV66 KZP,2,2,139g/km (band E),1,117,9.9,178.0,Not available,2,53.3,4,19700
Nissan,Qashqai,2019,11943,1.5,Automatic,5,5 door SUV,Black,Front wheel drive,BA69 NYX,1,2,112g/km (band G),1,114,13.0,113.0,£165 / year,1,52.3,2,19700
Audi,Q2,2020,17430,1.0,Manual,5,5 door SUV,Red,Front wheel drive,SA70 VTD,1,2,135g/km (band H),1,122,10.1,114.0,Not available,1,47.1,2,19700
Vauxhall,Grandland X,2019,9122,1.2,Automatic,5,5 door SUV,Red,Front wheel drive,DU19 LWD,1,2,119g/km (band G),1,122,10.9,128.0,Not available,1,43.5,3,19700
Kia,Niro,2019,50919,1.6,Automatic,5,5 door SUV,Blue,Front wheel drive,SK19 FRX,1,2,29g/km,1,107,,139.0,Not available,1,54.3,5,19700
Mazda,MX-5 RF,2019,22329,2.0,Manual,2,2 door Convertible,Red,Rear wheel drive,VO69 DFV,2,2,156g/km (band I),1,137,6.5,181.0,Not available,3,40.9,2,19700
Volkswagen,Tiguan,2017,47171,2.0,Automatic,5,5 door SUV,Blue,Front wheel drive,DA67 XWU,1,2,129g/km (band G),1,125,9.3,148.0,£165 / year,1,57.7,3,19700
Ford,Fiesta,2020,12511,1.5,Manual,5,3 door Hatchback,Blue,Front wheel drive,KM20 YCX,1,2,158g/km (band I),1,144,6.5,197.0,Not available,2,40.4,0,19700
Hyundai,TUCSON,2019,8257,1.6,Automatic,5,5 door SUV,Red,Front wheel drive,BA19 RBX,1,2,158g/km (band I),1,125,8.9,175.0,£165 / year,2,36.2,3,19700
Kia,Sportage,2019,7154,1.6,Manual,5,5 door SUV,Silver,Front wheel drive,MK19 LYX,1,1,173g/km (band J),1,127,9.2,174.0,Not available,2,34.9,2,19700
Volvo,XC60,2017,32037,2.0,Manual,5,5 door SUV,Black,Front wheel drive,YX67 YZE,1,2,117g/km (band G),1,130,8.1,187.0,£165 / year,2,62.8,4,19700
Nissan,Juke,2021,6967,1.0,Automatic,5,5 door SUV,Blue,Front wheel drive,LS21 HVZ,1,2,137g/km (band H),1,112,10.7,112.0,£165 / year,1,46.3,0,19700
Kia,Sportage,2019,29335,1.6,Automatic,5,5 door SUV,Red,Front wheel drive,CA19 LXE,1,2,128g/km (band G),1,112,,134.0,Not available,1,45.6,4,19700
Mini,Convertible,2020,7366,1.5,Manual,4,2 door Convertible,Pepper White,Front wheel drive,BD20 XKY,1,2,142g/km (band H),1,128,8.8,134.0,£165 / year,2,44.8,2,19700
Mercedes-Benz,A Class,2018,37045,1.5,Automatic,5,5 door Hatchback,Black,Front wheel drive,KS68 LFF,1,2,111g/km (band G),1,126,10.5,114.0,£165 / year,1,67.3,0,19700
Vauxhall,Mokka,2021,5157,1.2,Manual,5,5 door SUV,Grey,Front wheel drive,YV21 CLF,1,2,127g/km (band G),1,116,10.6,99.0,Not available,1,50.4,0,19700
Renault,Zoe,2020,19342,,Automatic,5,5 door Hatchback,Celadon Blue,Front wheel drive,EK20 HSC,1,2,Band A,1,87,9.5,134.0,£0 / year,1,,0,19700
Volkswagen,Tiguan,2019,20726,2.0,Manual,5,5 door SUV,White,Front wheel drive,WJ19 NYD,2,2,126g/km (band G),1,127,9.3,148.0,Not available,1,47.9,2,19700
Audi,A3,2019,23950,1.0,Manual,5,5 door Hatchback,Black,Front wheel drive,YX19 OFU,1,2,118g/km (band G),1,128,9.9,114.0,Not available,2,46.3,4,19700
Mercedes-Benz,A Class,2018,39898,1.3,Automatic,5,5 door Hatchback,Black,Front wheel drive,LR68 WCA,1,2,123g/km (band G),1,140,8.0,161.0,£165 / year,2,53.3,4,19700
Nissan,X-Trail,2020,70040,1.3,Automatic,5,5 door SUV,Grey,Front wheel drive,DY20 JBV,1,1,154g/km (band I),1,123,11.5,158.0,Not available,1,37.2,0,19700
Ford,Kuga,2018,15067,1.5,Automatic,5,5 door SUV,Grey,Four wheel drive,DS68 JFE,1,2,208g/km (band K),1,122,11.0,174.0,Not available,2,28.8,3,19700
Audi,A5,2017,45751,2.0,Automatic,4,2 door Coupe,Black,Four wheel drive,WJ17 PCY,3,1,118g/km (band C),1,146,7.3,187.0,£30 / year,3,62.8,0,19700
Audi,A1,2019,23907,1.0,Manual,5,5 door Hatchback,Grey,Front wheel drive,KD68 AUY,1,2,111g/km (band G),1,126,9.5,114.0,£165 / year,2,49.6,3,19750
Mercedes-Benz,E Class,2016,39515,2.1,Automatic,5,5 door Estate,White,Rear wheel drive,KW65 TGY,3,2,130g/km (band D),1,136,8.8,175.0,£135 / year,3,56.5,4,19750
Toyota,C-HR,2018,71204,1.8,Automatic,5,5 door SUV,Black,Front wheel drive,PX68 UDH,1,2,86g/km (band D),1,105,11.0,120.0,Not available,1,60.48,0,19750
Hyundai,IONIQ,2018,39021,,Automatic,5,5 door Hatchback,Blue,Front wheel drive,GL18 NKR,2,2,Band A,1,103,9.9,118.0,£0 / year,1,,4,19750
Volkswagen,Golf,2017,34945,2.0,Manual,5,5 door Hatchback,Black,Front wheel drive,CJ17 WEX,3,2,148g/km (band H),1,143,6.4,227.0,Not available,3,44.1,3,19750
Jaguar,E-PACE,2018,32829,2.0,Manual,5,5 door SUV,White,Front wheel drive,HG18 UAB,1,2,124g/km (band G),1,124,10.1,148.0,Not available,2,60.1,2,19750
Audi,A1,2019,23444,1.0,Manual,5,5 door Hatchback,Grey,Front wheel drive,AF69 WTL,1,2,111g/km,1,126,9.5,114.0,Not available,2,47.9,2,19750
Volkswagen,Tiguan,2019,39456,2.0,Manual,5,5 door SUV,Black,Front wheel drive,BW19 YLK,1,2,126g/km (band G),1,127,9.3,148.0,£0 / year,1,47.9,0,19750
Audi,A4 Avant,2017,39257,2.0,Automatic,5,5 door Estate,White,Front wheel drive,GL17 BZS,2,1,128g/km (band G),1,148,7.5,187.0,£165 / year,2,52.3,4,19750
Mini,Convertible,2018,23571,2.0,Automatic,4,2 door Convertible,Midnight Black,Front wheel drive,ET68 RGV,1,1,132g/km (band H),1,143,7.1,189.0,£165 / year,3,40.9,3,19750
Volkswagen,Tiguan,2018,34703,2.0,Automatic,5,5 door SUV,Blue,Front wheel drive,SH68 NGY,1,2,131g/km (band H),1,125,9.3,148.0,Not available,1,46.3,2,19750
Renault,Zoe,2020,10265,,Automatic,5,5 door Hatchback,Zircon Blue,Front wheel drive,DS70 BNV,1,2,Band A,1,84,11.4,107.0,Not available,1,,0,19750
Seat,Leon,2019,43927,2.0,Automatic,5,5 door Hatchback,Blue,Front wheel drive,HX19 HXZ,1,2,149g/km (band H),1,155,4.4,286.0,Not available,3,38.7,2,19750
Kia,Sportage,2021,11493,1.6,Manual,5,5 door SUV,Red,Front wheel drive,LS21 WCT,1,1,146g/km (band H),1,112,,134.0,Not available,1,50.4,0,19750
Nissan,Qashqai,2019,36483,1.3,Automatic,5,5 door SUV,Blue,Front wheel drive,LM19 MMO,1,2,131g/km (band H),1,123,9.9,158.0,£165 / year,2,39.8,2,19750
Citroen,Berlingo,2020,12546,1.5,Automatic,5,5 door MPV,Grey,Front wheel drive,SM70 CDK,2,2,146g/km (band H),1,114,11.0,127.0,£165 / year,1,52.3,2,19750
Abarth,595C,2020,6453,1.4,Manual,4,3 door Convertible,Podium Blue,Front wheel drive,BX20 HXU,1,2,155g/km (band I),1,140,6.7,180.0,Not available,3,36.7,2,19750
Renault,Zoe,2021,8295,,Automatic,5,5 door Hatchback,glacier white,Front wheel drive,WP21 NLD,1,2,Band A,1,84,11.4,107.0,Not available,1,,0,19750
Land Rover,Rover Range Rover Evoque,2018,46446,2.0,Manual,5,5 door SUV,Grey,Front wheel drive,NY68 NHB,2,2,154g/km (band I),1,113,9.8,148.0,Not available,3,48.7,3,19750
Land Rover,Rover Discovery Sport,2018,41434,2.0,Manual,5,5 door SUV,Black,Front wheel drive,LG18 MLV,1,2,123g/km (band G),1,112,10.6,148.0,£165 / year,2,60.1,3,19750
Abarth,595,2021,2659,1.4,Manual,4,3 door Hatchback,Modena Yellow,Front wheel drive,KO21 YGJ,3,2,156g/km (band I),1,140,6.7,180.0,Not available,3,40.9,0,19750
Mini,Convertible,2020,10596,1.5,Manual,4,2 door Convertible,Moonwalk Grey,Front wheel drive,CV70 XXB,1,2,139g/km (band H),1,128,8.8,134.0,Not available,2,44.8,0,19750
Mazda,CX-5,2019,27267,2.0,Manual,5,5 door SUV,Black,Front wheel drive,RF19 SXW,1,2,145g/km (band H),1,125,10.3,163.0,£165 / year,1,38.2,3,19750
Mazda,CX-5,2019,19291,2.0,Manual,5,5 door SUV,Red,Front wheel drive,FY69 WCR,1,2,145g/km (band H),1,125,10.5,163.0,£165 / year,1,38.2,3,19750
Dacia,Duster,2022,4986,1.3,Manual,5,5 door SUV,Slate Grey,Front wheel drive,BV22 PZL,1,2,141g/km,1,120,10.6,128.0,Not available,1,45.6,0,19800
Kia,ProCeed,2020,20705,1.6,Automatic,5,5 door Estate,White,Front wheel drive,RO20 MKZ,2,2,136g/km,1,124,,134.0,Not available,1,54.3,2,19800
Toyota,Auris,2018,12636,1.8,Automatic,5,5 door Hatchback,Grey,Front wheel drive,DA68 OPO,1,2,94g/km (band E),1,112,10.9,134.0,£155 / year,1,54.32,4,19800
Audi,Q2,2020,27448,1.0,Manual,5,5 door SUV,White,Front wheel drive,CV70 MKG,1,2,136g/km,1,122,10.1,114.0,£165 / year,1,47.1,2,19800
Seat,Arona,2021,22943,1.5,Automatic,5,5 door SUV,Blue,Front wheel drive,ND21 EYA,2,2,143g/km (band H),1,130,8.2,148.0,Not available,1,44.8,0,19800
Audi,A6 Avant,2017,33253,2.0,Manual,5,5 door Estate,Black,Front wheel drive,JD04 RAE,2,2,119g/km (band C),1,140,8.7,187.0,£30 / year,3,61.4,2,19800
Audi,Q2,2019,45248,1.0,Manual,5,5 door SUV,Grey,Front wheel drive,DA69 VHD,1,2,122g/km (band G),1,122,10.1,114.0,£0 / year,1,45.6,2,19800
Audi,Q2,2019,27127,1.6,Automatic,5,5 door SUV,Orange,Front wheel drive,FT68 VAV,1,1,118g/km (band G),1,122,10.5,114.0,Not available,1,47.9,2,19800
Volkswagen,Golf,2017,33834,2.0,Manual,5,5 door Hatchback,Black,Front wheel drive,PN17 ZSX,2,2,148g/km (band F),1,153,6.5,227.0,£180 / year,2,47.1,5,19800
Audi,A3,2018,23196,1.5,Manual,5,4 door Saloon,Red,Front wheel drive,SK68 NKF,2,2,117g/km (band G),1,139,8.2,148.0,£165 / year,2,55.4,3,19800
Citroen,Berlingo,2019,12068,1.2,Manual,5,5 door MPV,Grey,Front wheel drive,CU19 YKP,1,2,125g/km (band G),1,109,12.2,108.0,Not available,1,42.2,3,19800
Nissan,Juke,2021,8945,1.0,Manual,5,5 door SUV,Blue,Front wheel drive,HV70 OYE,1,2,140g/km (band H),1,112,10.4,112.0,£165 / year,1,46.3,0,19800
BMW,5 Series,2016,46110,3.0,Automatic,5,4 door Saloon,Space Grey,Rear wheel drive,CA16 LLW,2,2,148g/km (band F),1,155,5.3,309.0,Not available,4,50.4,3,19800
Mercedes-Benz,C Class,2016,39678,2.1,Automatic,5,5 door Estate,White,Rear wheel drive,KY16 MHJ,4,2,119g/km (band C),1,142,7.6,168.0,Not available,3,61.4,3,19800
Nissan,Juke,2021,8840,1.0,Automatic,5,5 door SUV,Black,Front wheel drive,LS21 HSF,1,2,137g/km (band H),1,112,10.7,112.0,Not available,1,46.3,0,19800
Mercedes-Benz,CLA Class,2017,45980,2.1,Automatic,5,4 door Saloon,Black,Front wheel drive,BV67 UTH,2,2,106g/km (band F),1,144,7.7,175.0,£165 / year,2,67.3,0,19800
Mitsubishi,Outlander,2017,26686,2.0,Automatic,5,5 door SUV,Brown,Four wheel drive,DW17 ACV,1,1,41g/km (band B),1,106,11.0,198.0,£155 / year,3,166.2,5,19800
Mazda,CX-5,2019,19177,2.0,Manual,5,5 door SUV,Grey,Front wheel drive,CT19 YHM,1,2,145g/km (band H),1,125,10.5,163.0,£165 / year,1,38.2,3,19800
Mini,Countryman,2019,25684,1.5,Manual,5,5 door SUV,Light White,Front wheel drive,AV69 FLB,2,2,137g/km (band H),1,124,9.7,134.0,£165 / year,1,40.9,2,19800
Mercedes-Benz,B Class,2019,29648,1.5,Automatic,5,5 door MPV,Red,Front wheel drive,LX19 MHK,3,2,104g/km (band F),1,124,11.6,114.0,£165 / year,1,58.9,3,19800
BMW,2 Series,2019,22622,1.5,Automatic,4,2 door Coupe,Alpine White,Rear wheel drive,FE69 VCV,2,2,133g/km (band H),1,130,9.4,134.0,Not available,2,50.4,2,19800
Mercedes-Benz,A Class,2019,56796,1.3,Automatic,5,5 door Hatchback,Black,Front wheel drive,BK19 YKS,1,2,123g/km (band G),1,140,8.0,161.0,£165 / year,2,53.3,3,19800
BMW,2 Series,2019,35092,2.0,Automatic,4,2 door Coupe,Alpine White,Rear wheel drive,FR19 VBY,1,2,121g/km (band G),1,143,7.0,187.0,Not available,3,65.7,2,19800
Volkswagen,Golf,2021,5359,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,VE70 UAZ,2,1,121g/km (band G),1,126,10.2,108.0,Not available,1,53.3,0,19800
Toyota,C-HR,2019,11226,1.2,Manual,5,5 door SUV,Grey,Front wheel drive,YP19 YCS,1,2,138g/km,1,118,10.9,114.0,£0 / year,1,41.5,3,19850
Audi,TT,2017,44568,1.8,Manual,4,3 door Coupe,White,Front wheel drive,AO67 XWN,2,1,138g/km (band H),1,150,6.9,178.0,Not available,3,47.1,4,19850
Audi,A3,2019,12403,1.5,Manual,5,5 door Hatchback,Black,Front wheel drive,YD19 EVP,1,2,124g/km (band G),1,136,8.2,148.0,Not available,2,42.2,0,19850
Mini,Hatch,2019,5661,1.5,Manual,5,5 door Hatchback,Midnight Black,Front wheel drive,YG69 HGX,3,2,122g/km (band G),1,129,8.3,134.0,Not available,2,47.9,0,19850
