Brand,Make,Year,Mileage,Engine_Size,Transmission,Seats,Body_Type,Colour,Drive_Type,Registration,Previous_Owners,Keys,Emissions,ULEZ_Exempt,Top_speed,Accelaration_0_62,Power,Tax,Insurance,Mpg,Service_record,Price
Ford,Edge,2018,48430,2.0,Manual,5,5 door SUV,Black,Four wheel drive,DE18 WXC,1,2,149g/km (band H),1,124,9.9,178.0,Not available,2,48.7,3,19200
Ford,Kuga,2019,19752,2.0,Automatic,5,5 door SUV,Red,Front wheel drive,FR19 YLZ,1,2,160g/km (band I),1,112,9.2,118.0,Not available,2,37.2,3,19200
Ford,Kuga,2019,35397,1.5,Automatic,5,5 door SUV,Grey,Four wheel drive,GN19 ONV,1,2,205g/km (band K),1,122,11.0,174.0,£0 / year,2,29.1,2,19200
Renault,Captur,2021,3288,1.0,Manual,5,5 door SUV,Arctic White with Diamond Black roof,Front wheel drive,EO71 KWM,1,2,135g/km,1,104,14.0,89.0,Not available,8,47.9,0,19200
Audi,Q5,2016,62125,2.0,Automatic,5,5 door SUV,Blue,Four wheel drive,VU66 OUJ,2,2,157g/km (band G),1,130,8.4,187.0,Not available,2,47.1,4,19200
Suzuki,Vitara,2022,2379,1.4,Manual,5,5 door SUV,White,Front wheel drive,LM22 PVW,1,2,121g/km,1,118,9.5,127.0,£155 / year,1,52.3,0,19200
Mini,Countryman,2019,43679,1.5,Automatic,5,5 door SUV,Island Blue,Front wheel drive,EK69 EHO,1,2,122g/km (band G),1,124,9.7,134.0,£165 / year,1,41.5,4,19200
Kia,Sportage,2019,49331,1.6,Automatic,5,5 door SUV,Red,Front wheel drive,KT19 VZG,1,2,129g/km (band G),1,112,,134.0,£165 / year,1,44.8,3,19200
Volkswagen,Tiguan,2018,21713,1.4,Manual,5,5 door SUV,White,Front wheel drive,HX18 MGE,2,2,137g/km (band H),1,118,10.5,123.0,£165 / year,1,46.3,4,19200
Mercedes-Benz,A Class,2018,39567,1.5,Automatic,5,5 door Hatchback,White,Front wheel drive,WF68 JVY,2,2,111g/km (band G),1,126,11.3,114.0,£165 / year,1,65.7,2,19200
Peugeot,3008,2019,32572,1.2,Manual,5,5 door SUV,Red,Front wheel drive,GM19 OFT,1,2,118g/km (band G),1,117,10.8,129.0,Not available,1,44.1,3,19200
BMW,3 Series,2017,51229,2.0,Automatic,5,5 door Estate,Estoril Blue,Rear wheel drive,YK17 URE,3,2,119g/km (band C),1,140,7.3,187.0,£30 / year,2,62.8,5,19200
BMW,4 Series Gran Coupe,2016,34174,2.0,Automatic,5,5 door Hatchback,Black Sapphire metallic paint,Rear wheel drive,CA16 ZGF,2,2,149g/km (band F),1,155,7.5,242.0,£180 / year,3,44.1,4,19200
Audi,A1,2019,17919,1.0,Manual,5,5 door Hatchback,Blue,Front wheel drive,VE19 CLX,1,2,111g/km (band G),1,126,9.5,114.0,Not available,2,49.6,0,19200
Mini,Countryman,2020,12800,1.5,Manual,5,5 door SUV,Moonwalk Grey,Front wheel drive,BP20 LJK,1,2,150g/km (band H),1,124,9.7,134.0,Not available,1,42.8,0,19200
Ford,Focus,2019,15500,1.5,Automatic,5,5 door Hatchback,Red,Front wheel drive,GX69 LDD,2,2,115g/km (band G),1,120,10.8,118.0,£165 / year,1,51.4,2,19200
MG,MG ZS,2022,5052,1.0,Automatic,5,5 door SUV,Orange,Front wheel drive,BD71 ZPV,1,2,163g/km (band I),1,112,12.1,109.0,£165 / year,1,39.2,0,19200
BMW,X1,2017,15406,2.0,Manual,5,5 door SUV,Mineral White,Four wheel drive,YK17 ZPZ,2,2,127g/km (band D),1,137,7.6,187.0,Not available,2,58.9,3,19200
Mini,Convertible,2019,23750,2.0,Manual,4,2 door Convertible,White Silver,Front wheel drive,FV19 XFP,2,2,157g/km (band I),1,143,7.2,189.0,£165 / year,3,38.7,2,19200
Mercedes-Benz,GLC Class,2017,94587,2.1,Automatic,5,5 door SUV,Silver,Four wheel drive,RE17 UHR,3,2,129g/km (band G),1,130,8.3,168.0,Not available,2,56.5,5,19200
Honda,Jazz,2021,2850,1.5,Automatic,5,5 door Hatchback,Black,Front wheel drive,LD21 EUT,1,1,102g/km (band F),1,108,9.4,106.0,Not available,1,62.8,0,19200
Nissan,Juke,2021,5398,1.0,Manual,5,5 door SUV,Grey,Front wheel drive,LS21 HPJ,1,2,134g/km (band H),1,112,10.7,112.0,Not available,1,47.9,0,19200
Abarth,595,2020,12086,1.4,Manual,4,3 door Hatchback,Adrenaline Green With Black Roof,Front wheel drive,PE70 WUB,1,2,171g/km,1,140,6.7,180.0,£165 / year,3,36.7,0,19250
Ford,EcoSport,2021,1659,1.0,Manual,5,5 door SUV,Blue,Front wheel drive,LG71 TVX,2,2,136g/km (band H),1,111,11.0,123.0,£165 / year,1,47.1,0,19250
Mini,Hatch,2018,25667,2.0,Manual,4,3 door Hatchback,Chili Red,Front wheel drive,HT18 EVY,1,2,150g/km (band H),1,153,6.3,228.0,Not available,3,42.8,2,19250
BMW,1 Series,2018,11000,1.5,Manual,5,5 door Hatchback,Estoril Blue,Rear wheel drive,BD18 ZZH,2,2,126g/km,1,130,8.5,134.0,£165 / year,2,52.3,0,19250
Kia,Sportage,2019,38737,1.6,Manual,5,5 door SUV,Grey,Front wheel drive,CK19 VZE,1,2,135g/km,1,112,,134.0,£165 / year,1,44.1,3,19250
Kia,Ceed,2019,18100,1.4,Automatic,5,5 door Hatchback,Grey,Front wheel drive,FD19 VOA,1,2,127g/km,1,128,,138.0,Not available,2,44.8,3,19250
Mercedes-Benz,A Class,2017,16000,1.6,Automatic,5,5 door Hatchback,Blue,Front wheel drive,RE17 MYC,3,1,126g/km (band G),1,126,8.6,120.0,£165 / year,1,53.3,4,19250
Skoda,Octavia,2019,19227,2.0,Automatic,5,5 door Estate,Silver,Front wheel drive,SM19 GZV,1,2,139g/km (band H),1,143,7.4,187.0,£165 / year,2,40.4,2,19250
Lexus,CT 200h,2017,12886,1.8,Automatic,5,5 door Hatchback,Blue,Front wheel drive,YE67 RSV,1,2,94g/km (band E),1,112,10.3,134.0,£155 / year,1,68.9,5,19250
BMW,2 Series,2019,17866,1.5,Manual,4,2 door Coupe,Mineral White,Rear wheel drive,HV69 FLN,1,2,140g/km (band H),1,130,8.8,134.0,Not available,2,52.3,2,19250
Peugeot,3008,2018,31737,1.2,Manual,5,5 door SUV,Grey,Front wheel drive,YG18 JLP,2,2,117g/km (band G),1,117,10.8,129.0,Not available,1,55.4,3,19250
Ford,Focus,2020,19779,1.5,Manual,5,5 door Hatchback,Black,Front wheel drive,LG69 EEV,1,2,120g/km (band G),1,138,8.8,180.0,Not available,1,44.1,2,19250
Ford,Kuga,2017,26821,2.0,Automatic,5,5 door SUV,White,Four wheel drive,BG67 PCO,2,2,134g/km (band H),1,124,9.2,178.0,Not available,2,54.3,2,19250
Kia,Sportage,2018,21381,1.6,Manual,5,5 door SUV,Blue,Front wheel drive,BJ68 UTM,1,2,179g/km (band J),1,127,,174.0,£165 / year,1,34.5,4,19250
Mercedes-Benz,GLA Class,2017,26888,2.1,Automatic,5,5 door SUV,Blue,Front wheel drive,LT67 WHW,1,2,115g/km (band G),1,127,9.9,134.0,Not available,2,64.2,0,19250
Audi,Q5,2016,49737,2.0,Automatic,5,5 door SUV,White,Four wheel drive,MT66 DVR,3,2,157g/km (band G),1,130,7.9,187.0,£220 / year,2,47.1,3,19250
Volkswagen,Tiguan,2019,40106,2.0,Manual,5,5 door SUV,Grey,Front wheel drive,FT19 TNL,1,2,126g/km (band G),1,127,9.3,148.0,Not available,1,47.9,3,19250
Abarth,124 Spider,2018,23600,1.4,Automatic,2,2 door Convertible,Isola D'elba 1974 Blue,Rear wheel drive,MX68 LVW,1,2,153g/km (band I),1,142,6.9,168.0,£165 / year,2,42.8,3,19250
Abarth,595,2021,6779,1.4,Manual,4,3 door Hatchback,Adrenaline Green With Black Roof,Front wheel drive,YJ21 VBZ,1,2,156g/km (band I),1,140,6.7,180.0,Not available,3,40.9,2,19250
Audi,A4,2019,30252,2.0,Automatic,5,4 door Saloon,Red,Front wheel drive,SR19 CVL,1,2,114g/km (band G),1,136,8.9,148.0,£165 / year,2,51.4,2,19250
Mercedes-Benz,A Class,2018,25592,1.3,Manual,5,5 door Hatchback,Red,Front wheel drive,KU68 LYP,1,2,123g/km (band G),1,140,8.0,161.0,£165 / year,2,53.3,4,19250
Volkswagen,Tiguan,2019,46337,2.0,Manual,5,5 door SUV,Black,Four wheel drive,ML19 KFE,1,2,126g/km (band G),1,125,9.3,148.0,Not available,1,42.2,3,19250
Audi,A1,2019,7200,1.0,Manual,5,5 door Hatchback,Black,Front wheel drive,DSZ3 372,1,2,111g/km (band G),1,126,9.5,114.0,Not available,2,49.6,0,19250
Land Rover,Rover Range Rover Evoque,2017,55197,2.0,Automatic,5,5 door SUV,Brown,Four wheel drive,LG67 EHU,2,2,134g/km (band H),1,121,9.0,178.0,£165 / year,3,55.4,3,19250
Audi,A7,2016,65194,3.0,Automatic,5,5 door Hatchback,Red,Four wheel drive,GK66 WMZ,3,2,142g/km (band F),1,155,5.7,268.0,£180 / year,4,52.3,7,19250
Honda,Jazz,2021,2717,1.5,Automatic,5,5 door Hatchback,Grey,Front wheel drive,LD71 JGX,1,2,82g/km,1,108,,108.0,Not available,1,62.8,0,19250
Honda,Jazz,2021,2949,1.5,Automatic,5,5 door Hatchback,Black,Front wheel drive,LG71 VWA,1,1,82g/km,1,108,,108.0,£155 / year,1,62.8,0,19250
Mazda,MX-5 RF,2019,26916,2.0,Manual,2,2 door Convertible,Red,Rear wheel drive,VX19 KBN,2,1,156g/km (band I),1,137,6.5,181.0,Not available,3,40.9,3,19300
BMW,1 Series,2019,21349,1.5,Manual,5,5 door Hatchback,Sunset Orange metallic paint,Rear wheel drive,SA19 LDN,2,2,137g/km (band H),1,130,8.5,134.0,Not available,2,52.3,2,19300
BMW,2 Series,2019,17056,1.5,Manual,4,2 door Coupe,Mineral White,Rear wheel drive,HX69 RZD,1,2,140g/km (band H),1,130,8.8,134.0,£165 / year,2,52.3,2,19300
Jaguar,XE,2018,29412,2.0,Automatic,5,4 door Saloon,Black,Rear wheel drive,LN68 EVK,2,2,111g/km (band G),1,140,7.8,178.0,£165 / year,2,67.3,2,19300
Land Rover,Rover Range Rover Evoque,2018,56364,2.0,Manual,5,5 door SUV,Red,Front wheel drive,MA68 OBK,1,2,154g/km (band I),1,113,11.2,148.0,£165 / year,3,48.7,4,19300
Peugeot,5008,2018,60671,1.6,Automatic,7,5 door SUV,White,Front wheel drive,KR67 UGA,1,2,112g/km (band G),1,115,11.4,118.0,£165 / year,1,65.7,5,19300
Mercedes-Benz,GLA Class,2018,43698,1.6,Manual,5,5 door SUV,White,Front wheel drive,WF68 SFJ,1,2,158g/km (band I),1,124,9.0,120.0,Not available,2,40.9,5,19300
Nissan,Qashqai,2019,26778,1.3,Automatic,5,5 door SUV,Red,Front wheel drive,FX69 WLA,1,2,131g/km (band H),1,123,9.9,158.0,Not available,1,39.8,3,19300
Peugeot,3008,2019,47977,1.5,Automatic,5,5 door SUV,Red,Front wheel drive,DG69 UYH,1,2,109g/km (band F),1,119,11.5,129.0,Not available,1,56.5,3,19300
Mercedes-Benz,A Class,2019,26676,1.3,Manual,5,5 door Hatchback,Grey,Front wheel drive,RF19 LLK,1,1,129g/km (band G),1,134,9.2,134.0,Not available,2,45.6,3,19300
Ford,Kuga,2018,11488,2.0,Automatic,5,5 door SUV,Silver,Four wheel drive,CP68 ONK,1,2,171g/km (band J),1,124,9.2,178.0,Not available,2,36.7,2,19300
Renault,Koleos,2018,35819,2.0,Automatic,5,5 door SUV,Amethyst,Four wheel drive,BW18 EOV,3,2,156g/km (band I),1,125,9.5,175.0,Not available,2,47.9,2,19300
Kia,Niro,2019,19854,1.6,Automatic,5,5 door SUV,Grey,Front wheel drive,YJ68 MMP,1,2,86g/km (band D),1,101,11.5,139.0,Not available,1,74.3,3,19300
Mini,Hatch,2022,1736,1.5,Manual,5,5 door Hatchback,Rooftop Grey,Front wheel drive,MD71 WXZ,2,2,127g/km (band G),1,129,8.4,134.0,Not available,1,51.4,0,19300
Mercedes-Benz,GLA Class,2017,46785,2.1,Automatic,5,5 door SUV,Grey,Four wheel drive,KW17 XPX,2,2,130g/km (band G),1,135,7.7,175.0,£165 / year,2,56.5,5,19300
Kia,Sportage,2021,5870,1.6,Manual,5,5 door SUV,Red,Front wheel drive,ST21 XFM,1,2,166g/km (band I),1,113,11.5,130.0,£165 / year,1,38.7,0,19300
Mini,Convertible,2019,18452,2.0,Automatic,4,2 door Convertible,Moonwalk Grey,Front wheel drive,WA68 OWU,2,2,132g/km (band H),1,143,7.1,189.0,£165 / year,3,40.9,0,19300
Mini,Convertible,2019,32727,2.0,Automatic,4,2 door Convertible,Thunder Grey,Front wheel drive,LJ19 KDZ,1,2,129g/km (band G),1,143,7.1,189.0,Not available,3,40.4,3,19300
BMW,1 Series,2020,52005,1.5,Manual,5,5 door Hatchback,Melbourne Red metallic,Front wheel drive,WV20 FXD,1,2,122g/km (band G),1,132,8.5,138.0,£165 / year,2,41.5,0,19300
Mercedes-Benz,A Class,2019,18017,1.3,Automatic,5,5 door Hatchback,Red,Front wheel drive,HT68 DVW,2,2,123g/km (band G),1,140,8.0,161.0,Not available,2,53.3,3,19300
Honda,Jazz,2021,1889,1.5,Automatic,5,5 door Hatchback,Grey,Front wheel drive,LG71 UFV,1,2,82g/km,1,108,,108.0,Not available,1,62.8,2,19300
Mini,Clubman,2018,19074,1.5,Automatic,5,5 door Estate,Emerald Grey Metallic,Front wheel drive,RV68 WMD,2,2,130g/km (band G),1,127,9.1,134.0,£165 / year,1,41.5,0,19350
Mini,Countryman,2019,12822,1.5,Manual,5,5 door SUV,Chili Red,Front wheel drive,RN19 KKS,1,2,134g/km (band H),1,124,9.7,134.0,Not available,1,40.9,2,19350
Hyundai,TUCSON,2019,20918,1.6,Automatic,5,5 door SUV,Blue,Front wheel drive,AX19 YXF,1,2,152g/km,1,125,8.9,175.0,£0 / year,2,36.2,0,19350
Ford,Kuga,2019,17994,2.0,Automatic,5,5 door SUV,White,Front wheel drive,FP19 XCZ,1,2,164g/km (band I),1,112,9.2,118.0,£165 / year,2,37.2,2,19350
Jeep,Compass,2020,12168,1.4,Manual,5,5 door SUV,Magnesio Grey + Black Roof,Front wheel drive,LM70 PHZ,3,2,172g/km,1,119,9.9,138.0,£165 / year,1,36.7,0,19350
Mercedes-Benz,A Class,2018,21783,1.5,Automatic,5,5 door Hatchback,Grey,Front wheel drive,RO18 OOG,2,2,101g/km (band F),1,118,11.3,108.0,£165 / year,1,74.3,0,19350
Mercedes-Benz,A Class,2019,39811,1.3,Manual,5,5 door Hatchback,Grey,Front wheel drive,OE68 FYZ,1,2,136g/km (band H),1,140,8.0,161.0,Not available,2,44.8,4,19350
Ford,Focus,2020,17219,1.0,Manual,5,5 door Estate,Grey,Front wheel drive,FV20 LNH,2,2,133g/km (band H),1,120,10.3,123.0,£165 / year,1,45.6,2,19350
Audi,A1,2019,29675,1.5,Manual,5,5 door Hatchback,White,Front wheel drive,HD19 EKH,2,2,119g/km (band G),1,137,7.7,148.0,£165 / year,2,45.6,2,19350
Mercedes-Benz,A Class,2018,36511,1.5,Automatic,5,5 door Hatchback,Silver,Front wheel drive,KP68 SYS,2,2,111g/km (band G),1,126,11.3,114.0,£165 / year,1,65.7,0,19350
Mercedes-Benz,A Class,2019,26946,1.3,Manual,5,5 door Hatchback,Blue,Front wheel drive,WB19 CRU,1,2,126g/km (band G),1,134,9.2,134.0,£165 / year,2,45.6,0,19350
Mercedes-Benz,A Class,2019,64086,1.3,Automatic,5,5 door Hatchback,Silver,Front wheel drive,KW68 CXH,2,2,123g/km (band G),1,140,8.0,161.0,£165 / year,2,53.3,4,19350
Ford,EcoSport,2021,2344,1.0,Manual,5,5 door SUV,Blue,Front wheel drive,FV71 PGY,1,2,137g/km (band H),1,111,11.0,123.0,£0 / year,1,47.1,0,19350
Kia,Niro,2019,19553,1.6,Automatic,5,5 door SUV,White,Front wheel drive,EK19 PKC,2,1,86g/km (band D),1,101,11.5,139.0,Not available,1,74.3,3,19350
Volkswagen,Golf,2018,27744,2.0,Manual,5,5 door Hatchback,Grey,Front wheel drive,VN18 DLF,3,2,125g/km (band G),1,143,7.5,181.0,£165 / year,2,60.1,4,19350
Kia,Sportage,2018,35300,2.0,Automatic,5,5 door SUV,White,Four wheel drive,HN18 TYP,1,2,166g/km (band I),1,125,9.2,182.0,Not available,2,44.8,3,19350
Audi,A4 Avant,2018,44475,2.0,Automatic,5,5 door Estate,Black,Front wheel drive,HD18 HAO,1,2,112g/km (band G),1,130,7.9,187.0,£165 / year,2,65.7,2,19350
Kia,Stonic,2021,3888,1.0,Automatic,5,5 door SUV,Red,Front wheel drive,LT71 NSO,1,2,107g/km,1,115,,118.0,Not available,1,49.6,0,19350
BMW,2 Series Active Tourer,2019,64518,1.5,Automatic,5,5 door MPV,Alpine White,Four wheel drive,BN69 USF,1,2,42g/km (band B),1,125,6.7,221.0,£155 / year,2,113.0,0,19400
Mitsubishi,Outlander,2017,40611,2.0,Automatic,5,5 door SUV,Grey,Four wheel drive,FX67 YKO,1,2,41g/km,1,106,11.0,198.0,Not available,2,166.2,5,19400
Audi,A6 Allroad,2016,54474,3.0,Automatic,5,5 door Estate,Black,Four wheel drive,RO16 BPX,2,2,145g/km (band F),1,144,6.8,215.0,Not available,3,51.4,5,19400
Mazda,CX-30,2020,30014,2.0,Automatic,5,5 door SUV,Grey,Front wheel drive,BW69 YZH,1,1,126g/km,1,116,11.2,120.0,£165 / year,1,42.8,3,19400
Jaguar,XE,2018,29449,2.0,Automatic,5,4 door Saloon,Grey,Rear wheel drive,RJ18 VZU,2,2,111g/km (band G),1,140,7.8,178.0,Not available,2,67.3,2,19400
BMW,2 Series Active Tourer,2019,63115,1.5,Automatic,5,5 door MPV,Glacier Silver,Four wheel drive,GP19 ZSK,1,2,57g/km (band C),1,125,6.7,221.0,Not available,2,113.0,4,19400
Nissan,Qashqai,2019,13647,1.5,Automatic,5,5 door SUV,Black,Front wheel drive,KW19 RXM,1,2,112g/km (band G),1,114,13.0,113.0,£0 / year,1,52.3,3,19400
Hyundai,TUCSON,2019,20557,1.6,Automatic,5,5 door SUV,Silver,Front wheel drive,EX69 UHW,2,2,158g/km (band I),1,125,8.9,175.0,Not available,2,36.2,3,19400
Mercedes-Benz,C Class,2017,37569,2.0,Manual,4,2 door Coupe,Blue,Rear wheel drive,NV66 ZGB,1,2,132g/km (band E),1,147,7.7,181.0,Not available,3,49.6,3,19400
Nissan,Leaf,2018,33726,,Automatic,5,5 door Hatchback,White,Front wheel drive,SP18 MVC,2,1,Band A,1,89,7.9,148.0,Not available,2,,0,19400
Audi,Q5,2016,49768,2.0,Automatic,5,5 door SUV,Grey,Four wheel drive,SO16 YAJ,3,2,157g/km (band G),1,130,8.4,187.0,£220 / year,2,47.1,0,19400
Audi,A1,2019,18293,1.0,Manual,5,5 door Hatchback,Grey,Front wheel drive,BA68 KCE,2,2,111g/km (band G),1,126,9.5,114.0,£165 / year,2,49.6,0,19400
BMW,X1,2018,33610,2.0,Automatic,5,5 door SUV,Glacier Silver,Four wheel drive,CK18 VKN,2,2,126g/km (band G),1,136,7.8,187.0,Not available,2,60.1,3,19400
Mazda,MX-5,2019,14075,2.0,Manual,2,2 door Convertible,Silver,Rear wheel drive,YU19 OYG,2,2,156g/km (band I),1,136,6.5,181.0,Not available,3,40.9,2,19400
Volvo,V90,2018,47205,2.0,Automatic,5,5 door Estate,Grey,Front wheel drive,ND18 UVV,1,2,129g/km (band G),1,137,8.5,187.0,£165 / year,2,43.5,4,19400
Audi,A3,2018,15389,1.0,Automatic,5,5 door Hatchback,White,Front wheel drive,MA68 YLN,3,2,118g/km (band G),1,128,9.9,114.0,£165 / year,2,44.8,0,19400
Toyota,Prius,2016,25514,1.8,Automatic,5,5 door Hatchback,Blue,Front wheel drive,OO66 LJD,2,2,76g/km (band A),1,112,10.6,120.0,£0 / year,1,85.6,0,19400
Mercedes-Benz,A Class,2019,21018,1.3,Manual,5,5 door Hatchback,White,Front wheel drive,WG19 WDX,1,2,129g/km (band G),1,134,9.2,134.0,£165 / year,2,45.6,3,19400
BMW,i3,2017,17380,,Automatic,4,4 door Hatchback,Fluid Black with highlight BMW i Blue,Rear wheel drive,LP66 JOA,2,2,Band A,1,93,7.2,168.0,£0 / year,2,,3,19400
Audi,A1,2019,6592,1.0,Manual,5,5 door Hatchback,Black,Front wheel drive,VO69 JVA,1,2,111g/km (band G),1,126,9.5,114.0,Not available,2,49.6,2,19400
Mini,Countryman,2019,20509,1.5,Automatic,5,5 door SUV,Chili Red,Front wheel drive,BM19 DUJ,1,2,122g/km (band G),1,124,9.7,134.0,£165 / year,1,39.8,2,19400
Mercedes-Benz,A Class,2018,23200,2.1,Automatic,5,5 door Hatchback,Red,Front wheel drive,KU68 HJE,3,2,103g/km (band F),1,130,8.8,134.0,Not available,1,68.9,2,19400
Kia,Sportage,2019,24454,1.6,Manual,5,5 door SUV,Blue,Front wheel drive,AP68 OBC,2,1,135g/km (band H),1,112,,134.0,£155 / year,1,44.1,4,19400
Audi,Q2,2019,17240,1.6,Manual,5,5 door SUV,Red,Front wheel drive,HK69 LUJ,1,2,122g/km,1,122,10.3,114.0,Not available,1,49.6,0,19450
Audi,A3,2019,23870,1.0,Manual,5,5 door Hatchback,Black,Front wheel drive,FN19 OPF,1,2,118g/km,1,128,9.9,114.0,Not available,2,47.1,0,19450
Volkswagen,Golf,2018,19433,1.5,Manual,5,5 door Hatchback,Blue,Front wheel drive,GY68 VLL,1,2,120g/km (band G),1,134,8.3,148.0,£165 / year,1,45.6,3,19450
Hyundai,IONIQ,2019,19236,1.6,Automatic,5,5 door Hatchback,Grey,Front wheel drive,YV68 FTU,1,2,84g/km (band D),1,115,10.8,139.0,£0 / year,1,62.8,2,19450
Ford,S-Max,2018,27594,2.0,Manual,7,5 door MPV,Black,Front wheel drive,GX18 SSV,1,2,129g/km (band G),1,123,10.8,148.0,Not available,2,56.5,4,19450
Mercedes-Benz,A Class,2019,55680,1.5,Automatic,5,5 door Hatchback,Black,Front wheel drive,YB19 BBN,1,1,111g/km (band G),1,126,10.5,114.0,£165 / year,1,67.3,0,19450
Volkswagen,Beetle,2017,25131,2.0,Automatic,4,3 door Hatchback,Black,Front wheel drive,EJ67 UJR,2,1,126g/km (band G),1,124,8.9,148.0,£165 / year,2,60.1,3,19450
BMW,2 Series,2016,50266,3.0,Automatic,4,2 door Coupe,Melbourne Red metallic,Rear wheel drive,DF66 LZT,2,2,163g/km (band G),1,155,4.8,335.0,£220 / year,3,39.8,0,19450
Volvo,V90,2018,50850,2.0,Automatic,5,5 door Estate,Blue,Front wheel drive,M5 KWO,3,2,119g/km (band G),1,140,8.5,187.0,£520 / year,2,62.8,5,19450
Mini,Hatch,2022,2260,1.5,Manual,5,5 door Hatchback,Midnight Black,Front wheel drive,HG71 GKE,2,1,127g/km (band G),1,129,8.4,134.0,£165 / year,1,51.4,0,19450
Mini,Convertible,2019,45773,2.0,Automatic,4,2 door Convertible,Pepper White,Front wheel drive,WO19 FTA,1,2,129g/km (band G),1,143,7.1,189.0,£165 / year,3,40.4,2,19450
Toyota,C-HR,2019,30662,1.8,Automatic,5,5 door SUV,White,Front wheel drive,YD19 KRT,1,2,86g/km (band D),1,105,11.0,120.0,£155 / year,1,55.1,3,19450
BMW,X1,2018,33563,2.0,Automatic,5,5 door SUV,Alpine White,Four wheel drive,WJ68 ZJX,1,2,126g/km (band G),1,136,7.8,187.0,£165 / year,2,60.1,4,19450
Volvo,V90,2019,51634,2.0,Automatic,5,5 door Estate,Grey,Front wheel drive,NK69 GXB,1,2,158g/km (band I),1,130,8.9,187.0,£165 / year,3,33.2,2,19450
Mercedes-Benz,A Class,2020,22198,1.3,Manual,5,5 door Hatchback,Grey,Front wheel drive,BN20 ZWL,2,2,134g/km (band H),1,134,9.2,134.0,£165 / year,1,47.1,2,19450
Mini,Hatch,2017,17565,2.0,Automatic,4,3 door Hatchback,Midnight Black,Front wheel drive,RO17 KYE,2,2,133g/km (band H),1,153,6.1,228.0,£165 / year,2,49.6,2,19450
Volkswagen,Tiguan,2018,3992,1.4,Manual,5,5 door SUV,Red,Front wheel drive,HG67 RJU,2,2,132g/km (band H),1,125,9.2,148.0,£165 / year,1,48.7,4,19450
Audi,A5,2016,14641,2.0,Automatic,5,5 door Hatchback,Blue,Four wheel drive,YR16 XTJ,1,2,159g/km (band G),1,153,6.5,222.0,£0 / year,3,40.9,2,19450
BMW,1 Series,2019,51020,2.0,Automatic,5,5 door Hatchback,Mineral Grey,Rear wheel drive,WN19 ORU,1,2,126g/km (band G),1,149,6.4,221.0,Not available,2,61.4,4,19450
Mini,Clubman,2018,15866,1.5,Automatic,5,5 door Estate,Pepper White,Front wheel drive,WJ68 LHM,1,2,130g/km (band G),1,127,9.1,134.0,£0 / year,1,41.5,3,19500
Ford,Focus,2020,22937,1.5,Automatic,5,5 door Estate,Blue,Front wheel drive,LC69 SNU,1,2,125g/km (band G),1,128,9.1,148.0,£165 / year,1,39.8,0,19500
Nissan,Qashqai,2019,11571,1.3,Manual,5,5 door SUV,White,Front wheel drive,VK19 VNV,2,2,130g/km,1,120,11.0,138.0,£165 / year,1,39.8,2,19500
Nissan,Qashqai,2019,13084,1.5,Automatic,5,5 door SUV,Black,Front wheel drive,WB19 EHD,1,2,112g/km (band G),1,114,13.0,113.0,£0 / year,1,52.3,3,19500
BMW,5 Series,2018,62302,2.0,Automatic,5,4 door Saloon,Imperial Blue Xirallic,Rear wheel drive,SM18 CLV,1,2,119g/km (band G),1,146,7.5,187.0,Not available,3,72.4,4,19500
Audi,Q2,2019,20534,1.6,Manual,5,5 door SUV,Black,Front wheel drive,VL19 HVD,1,2,125g/km (band G),1,122,10.3,114.0,£0 / year,1,47.1,0,19500
Nissan,Qashqai,2020,6853,1.3,Manual,5,5 door SUV,Red,Front wheel drive,YC70 XVG,3,2,155g/km (band I),1,120,11.0,138.0,£165 / year,1,40.4,2,19500
Audi,Q2,2019,24350,1.6,Automatic,5,5 door SUV,Black,Front wheel drive,BW19 XBF,1,2,118g/km (band G),1,122,10.5,114.0,Not available,1,47.9,0,19500
Audi,TT,2016,31374,2.0,Automatic,4,3 door Coupe,White,Front wheel drive,GM16 MYK,4,2,150g/km (band F),1,155,5.9,227.0,£180 / year,3,43.5,6,19500
Mercedes-Benz,A Class,2019,29254,1.3,Manual,5,5 door Hatchback,White,Front wheel drive,DC19 SDZ,3,2,126g/km (band G),1,134,9.2,134.0,£165 / year,2,45.6,0,19500
Mercedes-Benz,C Class,2016,31810,2.0,Automatic,5,4 door Saloon,White,Rear wheel drive,TA09 ALE,3,2,131g/km (band E),1,146,7.3,181.0,£165 / year,3,51.4,4,19500
Hyundai,TUCSON,2019,19013,1.6,Manual,5,5 door SUV,Red,Front wheel drive,SA69 XXD,4,2,168g/km (band I),1,126,9.2,175.0,£165 / year,1,34.9,3,19500
Mini,Countryman,2017,12079,1.5,Automatic,5,5 door SUV,Chili Red,Front wheel drive,MM17 XBU,1,1,126g/km (band G),1,124,9.6,134.0,£165 / year,1,51.4,3,19500
Volkswagen,Tiguan,2019,35204,2.0,Manual,5,5 door SUV,Grey,Front wheel drive,WD19 LVN,1,2,126g/km (band G),1,127,9.3,148.0,Not available,1,47.9,0,19500
Mini,Hatch,2019,11253,1.5,Automatic,4,3 door Hatchback,Starlight Blue,Front wheel drive,YA68 TUV,2,2,119g/km (band G),1,130,7.8,134.0,£165 / year,2,47.1,3,19500
